"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
8736,"UCLA-1989B",6084,6384,5754
8743,"UCLA-1895G",3084,3204,2974
8742,"UCLA-1895F",2864,2994,2774
8741,"GAK-3617",2274,2614,2084
8739,"GAK-3611",1634,1814,1444
8738,"GAK-3609",1564,1714,1414
8740,"GAK-3610",1494,1684,1354
8748,"GAK-3606",614,734,554
8747,"GAK-3607",594,664,524
8746,"GAK-3614",594,654,514
8745,"GAK-3616",564,644,464
8749,"GAK-3608",904,1074,754
8752,"UCLA-1895H",3584,3724,3474
8751,"UCLA-1895K",3564,3694,3464
8750,"UCLA-1926D",3554,3674,3464
8754,"UCLA-1895L",4574,4794,4444
8753,"UCLA-1895D",4474,4654,4304
8755,"UCLA-1895E",4674,4824,4484
8758,"UCLA-1926C",5954,6194,5754
8757,"UCLA-1926A",5924,6164,5734
8756,"UCLA-1926E",5814,5914,5634
8765,"QC-289",5984,6294,5714
8764,"QC-293",5864,6104,5674
8768,"GAK-3615",3344,3534,3134
8767,"UCLA-1895J",3334,3454,3184
8772,"QC-288",3354,3524,3154
